"","2000","2001","2002","2003"
"Ganges",1.43099996817282,1.3993821809414,1.75616103619848,0.749974827509959
"Mekong",0.000552165612978257,0.00160412048825514,0.00371545141520338,0.00174425718378038
"Irawaddy",2.53621181906889e-05,3.36273417583444e-06,1.60512649602862e-06,4.62332203843623e-06
"Luni_ext",2.00125007052727,1.74766028656319,1.67346522054103,0.919285853738215
"Indus",8.84318028606402,8.22670614100699,7.63172327333756,4.34519954622169
"Amu_Darya",11.4385153191279,12.4226518305465,7.27785130727733,7.35004703331887
"Brahmaputra",0.0319998572766483,0.0462719945221346,0.0427096893759181,0.0426354802828746
"Syr_Darya",6.28708258962129,6.13810309182103,3.39050377592157,3.52650596003359
"Salween",0.000292795343879301,2.63035390266475e-07,3.94629708166147e-12,1.14535840503057e-14
"Tarim",17.4483139731161,17.836867542469,13.7769119529981,10.5147804919304
"Ili",13.9421541214561,12.9118201683715,12.5037717353526,10.413835964635
"Inner_Tibetan_Plateau",6.92407337028155,10.6326010707938,4.33433730266604,2.71138753776655
"Yangtze",0.0464636088380969,0.118251126320341,0.0614532088759059,0.0928301392301771
"Inner_Tibetan_Plateau_extended",5.12345695428849,7.50815659337425,4.01925208937928,2.44829337920076
"Yellow",0.0349324133280437,0.0263158451497691,0.0482104838255008,0.0314858064371624
